zomet,ishuv,rehov1,rehov2
290029,666,139,143
270001,681,111,169
270001,681,103,169
270001,681,103,111
770001,681,127,134
1030001,681,161,162
67780044,681,147,162
2,764,101,106
2,853,101,102
20004,874,111,120
60002,874,142,6502
250002,874,124,157
350002,874,124,202
350002,874,124,241
350002,874,202,241
570154,874,196,206
150001,1015,154,253
150001,1015,166,253
150001,1015,154,166
150001,1015,166,6001
150001,1015,154,6001
150001,1015,253,6001
170001,1015,142,155
360001,1015,110,309
360001,1015,126,309
360001,1015,110,126
430106,1015,323,325
50002,1020,103,105
200001,1020,124,180
200001,1020,123,124
200001,1020,123,180
260001,1020,182,186
260001,1020,182,216
260001,1020,186,216
640002,1020,101,102
640018,1020,105,215
640018,1020,135,215
640018,1020,105,135
640050,1020,135,181
640068,1020,161,165
640068,1020,150,161
640068,1020,150,165
290001,1031,155,158
290001,1031,158,234
290001,1031,155,234
490002,1031,165,235
490002,1031,158,235
490002,1031,158,165
530001,1031,133,255
530001,1031,129,255
530001,1031,129,133
570001,1031,258,280
610001,1031,258,299
670059,1031,129,275
670059,1031,129,337
670059,1031,275,337
670059,1031,258,275
670059,1031,258,337
670059,1031,129,258
670080,1031,160,235
670106,1031,189,190
10003,1034,103,139
30002,1034,109,145
300003,1034,129,216
380002,1034,186,187
18310011,1034,104,117
7010002,1061,124,145
7010002,1061,124,158
7010002,1061,145,158
7030002,1061,158,159
7460001,1061,109,125
7580004,1061,144,146
7610002,1061,109,110
7610002,1061,110,114
7610002,1061,109,114
8010004,1061,202,203
8020003,1061,109,135
160080,1063,213,230
30002,1139,105,123
30002,1139,105,174
30002,1139,123,174
50002,1139,106,117
80002,1139,117,118
80002,1139,117,159
80002,1139,118,159
90002,1139,115,124
90002,1139,115,174
90002,1139,124,174
200001,1139,162,174
250001,1139,174,261
330003,1139,131,160
330003,1139,160,174
330003,1139,131,174
380002,1139,118,120
380002,1139,118,121
380002,1139,120,121
420001,1139,174,188
420001,1139,188,294
420001,1139,174,294
8340027,1139,285,291
8340027,1139,211,285
8340027,1139,211,291
8340175,1139,353,359
100087,1167,125,186
100089,1167,203,205
10001,1200,160,182
40001,1200,100,120
70001,1200,160,173
90001,1200,112,134
90001,1200,100,134
90001,1200,100,112
230001,1200,157,305
250001,1200,303,451
270001,1200,105,160
280001,1200,140,144
360001,1200,303,305
520001,1200,176,182
530001,1200,112,138
530001,1200,138,160
530001,1200,112,160
600001,1200,401,442
610001,1200,443,700
620001,1200,107,112
670001,1200,100,137
780065,1200,177,182
780065,1200,182,184
780065,1200,177,184
780107,1200,410,443
780143,1200,451,453
780163,1200,701,706
780173,1200,708,712
780180,1200,443,453
780182,1200,441,457
780195,1200,137,3172
780199,1200,1506,1515
780200,1200,443,706
780204,1200,617,621
780205,1200,303,630
90097,1224,3128,3135
10047,1263,116,126
70001,1268,112,114
170001,1268,101,114
2,1274,103,105
130072,1304,175,195
140008,1309,105,216
140008,1309,105,108
140008,1309,108,216
140010,1309,111,201
140022,1309,201,202
140022,1309,201,208
140022,1309,202,208
140025,1309,203,210
140031,1309,216,220
140036,1309,108,206
140037,1309,216,221
430003,2100,113,115
430003,2100,115,434
430003,2100,113,434
761003,2100,434,438
7830003,2100,438,439
7830003,2100,439,450
7830003,2100,438,450
8220061,2100,450,454
7410002,2200,107,146
7410002,2200,107,275
7410002,2200,146,275
7480005,2200,161,201
7480005,2200,111,201
7480005,2200,111,161
7640001,2200,176,177
7640001,2200,176,240
7640001,2200,176,255
7640001,2200,177,240
7640001,2200,177,255
7640001,2200,240,255
9800036,2200,117,118
9800036,2200,118,422
9800036,2200,117,422
9800048,2200,146,303
9800056,2200,165,201
9800064,2200,181,187
9800174,2200,408,420
180002,2300,117,129
70002,2400,208,215
70002,2400,216,270
70002,2400,215,208
70002,2400,208,270
70002,2400,215,270
70002,2400,215,216
70002,2400,216,270
70002,2400,208,216
70002,2400,208,270
70002,2400,215,216
70002,2400,215,270
100001,2400,104,106
100001,2400,106,114
100001,2400,104,114
140001,2400,106,109
7560001,2400,105,202
7560001,2400,202,212
7560001,2400,105,212
7670003,2400,205,338
7850003,2400,205,340
8140009,2400,111,116
8140011,2400,112,118
8140011,2400,112,133
8140011,2400,118,133
8140025,2400,202,270
8140025,2400,202,239
8140025,2400,239,270
8140025,2400,104,270
8140025,2400,104,202
8140025,2400,104,239
8140127,2400,151,152
450001,2500,123,173
12240001,2500,173,255
15400001,2500,181,188
15480001,2500,138,185
15480001,2500,124,185
15480001,2500,124,138
15560001,2500,251,257
15570001,2500,252,253
15700001,2500,138,173
7630001,2530,107,166
70007,2550,108,113
70007,2550,101,108
70007,2550,101,113
190001,2550,113,122
480101,2550,142,201
480150,2550,237,261
480195,2550,181,184
320001,2560,418,420
320001,2560,417,420
320001,2560,417,418
20003,2600,103,106
60002,2600,122,308
60002,2600,125,308
60002,2600,122,125
90002,2600,117,125
150001,2600,109,121
170001,2600,115,121
180005,2600,147,167
180005,2600,147,254
180005,2600,167,254
250005,2600,147,168
7370001,2600,105,121
7380003,2600,106,121
7460001,2600,109,147
7470001,2600,105,147
7480001,2600,105,139
7490004,2600,139,178
7490004,2600,135,178
7490004,2600,135,139
7530001,2600,147,269
7640001,2600,105,109
7660004,2600,134,135
7700001,2600,346,347
7770001,2600,115,328
7860002,2600,121,177
7870005,2600,451,467
7870005,2600,177,467
7870005,2600,177,451
8040001,2600,309,321
8120012,2600,109,608
8250005,2600,464,572
8260001,2600,168,255
8270012,2600,177,635
8310001,2600,109,635
8360012,2600,575,608
8360012,2600,177,608
8360012,2600,177,575
8380005,2600,147,423
8590001,2600,306,560
8590001,2600,123,306
8590001,2600,123,560
8780076,2600,109,247
8780127,2600,177,372
8780127,2600,139,372
8780127,2600,139,177
8780147,2600,115,355
8780147,2600,115,255
8780147,2600,115,147
8780147,2600,255,355
8780147,2600,147,355
8780147,2600,147,255
8780280,2600,572,168
8780312,2600,249,262
8780314,2600,177,721
7280002,2610,105,121
7520002,2610,202,234
7520002,2610,162,234
7520002,2610,162,202
7820001,2610,162,200
7820001,2610,162,252
7820001,2610,162,254
7820001,2610,200,252
7820001,2610,200,254
7820001,2610,252,254
7830001,2610,247,252
7830001,2610,205,252
7830001,2610,205,247
8040001,2610,216,242
8060001,2610,205,230
8150003,2610,103,140
8310017,2610,113,180
8310122,2610,400,410
8310156,2610,434,492
8310178,2610,140,247
8310178,2610,101,247
8310178,2610,101,140
8310178,2610,243,247
8310178,2610,140,243
8310178,2610,101,243
40005,2620,210,216
140005,2620,210,219
140005,2620,210,241
140005,2620,219,241
330003,2620,210,251
450001,2620,103,108
450001,2620,108,180
450001,2620,103,180
770002,2620,120,249
7610004,2620,210,220
7630003,2620,168,210
7680003,2620,199,210
10840001,2620,236,241
10850001,2620,210,301
68150001,2620,133,210
68150001,2620,210,290
68150001,2620,133,290
68150085,2620,303,312
68150094,2620,249,310
68150106,2620,210,295
68150107,2620,216,229
60002,2630,113,285
170005,2630,130,149
300005,2630,139,149
300005,2630,139,409
300005,2630,149,409
300005,2630,149,410
300005,2630,139,410
300005,2630,409,410
7300004,2630,125,147
7320000,2630,147,168
7600002,2630,102,112
7760002,2630,174,285
7760002,2630,112,285
7760002,2630,112,174
7780001,2630,160,205
7780001,2630,160,213
7780001,2630,205,213
7780001,2630,174,205
7780001,2630,160,174
7780001,2630,174,213
7800002,2630,112,280
7880002,2630,281,322
7900001,2630,124,160
8000008,2630,285,330
8000008,2630,281,330
8000008,2630,281,285
8020002,2630,285,441
8200008,2630,442,448
8200008,2630,448,462
8200008,2630,442,462
8310008,2630,342,345
8520008,2630,330,501
8590057,2630,168,180
8590057,2630,168,400
8590057,2630,180,400
8590100,2630,285,433
8590175,2630,441,445
8590214,2630,330,454
40002,2640,119,170
40002,2640,170,179
40002,2640,119,179
320001,2640,142,144
320001,2640,142,149
320001,2640,144,149
370003,2640,114,126
600003,2640,135,136
7880003,2640,173,174
7920003,2640,111,129
7920003,2640,129,173
7920003,2640,173,175
7920003,2640,129,175
7920003,2640,111,175
7920003,2640,111,173
7960002,2640,106,180
8010001,2640,547,551
8170007,2640,416,417
8220006,2640,416,420
8220006,2640,415,420
8220006,2640,415,416
8230008,2640,327,420
8250006,2640,250,416
8260009,2640,526,529
8480002,2640,165,179
8490002,2640,554,561
120004,2650,356,364
130004,2650,221,364
290002,2650,120,136
310004,2650,221,222
310004,2650,221,378
310004,2650,222,378
370004,2650,221,225
380004,2650,225,248
410005,2650,206,208
410005,2650,208,298
410005,2650,206,298
540004,2650,224,287
610005,2650,213,214
1550005,2650,206,213
1550005,2650,206,347
1550005,2650,213,347
7150004,2650,209,259
7150004,2650,236,259
7150004,2650,209,236
7180005,2650,206,209
7180005,2650,209,225
7180005,2650,206,225
7200004,2650,209,215
7200004,2650,209,224
7200004,2650,215,224
7640001,2650,132,152
21830001,2650,132,137
21940004,2650,209,239
22130054,2650,209,211
22130088,2650,225,253
22130095,2650,236,237
22130095,2650,237,456
22130095,2650,236,456
40004,2660,191,193
190001,2660,140,158
190001,2660,140,211
190001,2660,158,211
300003,2660,155,185
320003,2660,131,160
320003,2660,160,162
320003,2660,131,162
360002,2660,184,188
7440002,2660,180,184
7480002,2660,219,220
7480002,2660,197,220
7480002,2660,197,219
7510002,2660,225,229
7510003,2660,158,172
7510003,2660,172,179
7510003,2660,158,179
7540002,2660,220,274
7540002,2660,145,274
7540002,2660,145,220
7720002,2660,110,158
7800003,2660,125,172
7920008,2660,140,163
7920008,2660,137,163
7920008,2660,137,140
7990002,2660,172,200
8010002,2660,184,200
8050018,2660,190,200
8050040,2660,153,185
8050076,2660,225,251
8050076,2660,225,274
8050076,2660,251,274
8050128,2660,353,363
8050144,2660,361,363
60004,2800,201,203
7410004,2800,203,410
7420001,2800,308,410
7450004,2800,227,312
7450004,2800,227,410
7450004,2800,312,410
7480001,2800,309,312
7540004,2800,224,410
7790007,2800,216,405
7790007,2800,405,410
7790007,2800,216,410
7940007,2800,225,410
8000018,2800,202,208
8000018,2800,202,209
8000018,2800,208,209
8000018,2800,202,227
8000018,2800,208,227
8000018,2800,209,227
10143,3000,350,422
20143,3000,350,423
20522,3000,1524,1528
30111,3000,4282,4283
30111,3000,4283,4306
30111,3000,4282,4306
30172,3000,321,337
30532,3000,1714,1832
30532,3000,1714,1868
30532,3000,1832,1868
30713,3000,3001,3002
40113,3000,4278,4279
40143,3000,348,350
50414,3000,1315,1366
50414,3000,1314,1366
50414,3000,1314,1315
60214,3000,907,937
60534,3000,1738,1750
60534,3000,1738,1828
60534,3000,1750,1828
70162,3000,652,707
70322,3000,1260,1270
80412,3000,1301,1304
90221,3000,1108,1109
90221,3000,1101,1109
90221,3000,1101,1108
110232,3000,1050,1051
120522,3000,1526,1528
120522,3000,1528,1534
120522,3000,1526,1534
130521,3000,1505,1507
150235,3000,1056,1091
150513,3000,1631,1634
170123,3000,101,125
250314,3000,1217,1219
260123,3000,121,122
260534,3000,1737,1740
260534,3000,1737,1747
260534,3000,1740,1747
460231,3000,1024,1092
510533,3000,1714,1757
510533,3000,1757,5405
510533,3000,1714,5405
520213,3000,930,995
530533,3000,1753,1757
7232440,3000,4129,4392
7232440,3000,4129,4393
7232440,3000,4392,4393
7232440,3000,4129,4352
7232440,3000,4352,4392
7232440,3000,4352,4393
8310713,3000,3001,4106
8310713,3000,3001,4128
8310713,3000,4106,4128
8310713,3000,4106,4762
8310713,3000,3001,4762
8310713,3000,4128,4762
8470165,3000,613,628
8640112,3000,4113,4276
8640112,3000,4113,4393
8640112,3000,4276,4393
8650723,3000,4177,4360
8650723,3000,4360,4393
8650723,3000,4177,4393
8650723,3000,4129,4360
8650723,3000,4129,4393
8650723,3000,4129,4177
8790723,3000,4129,4271
8890111,3000,4276,4283
9080121,3000,116,248
9080121,3000,116,301
9080121,3000,248,301
9150121,3000,103,202
9190123,3000,232,233
9190123,3000,232,301
9190123,3000,233,301
9240176,3000,301,303
9240176,3000,301,314
9240176,3000,303,314
9240176,3000,314,937
9240176,3000,303,937
9240176,3000,301,937
9520123,3000,101,126
9770124,3000,116,239
9790124,3000,116,501
9790124,3000,116,4113
9790124,3000,116,4163
9790124,3000,501,4113
9790124,3000,501,4163
9790124,3000,4113,4163
10090174,3000,371,373
10090174,3000,305,373
10090174,3000,305,371
10310143,3000,348,349
10310143,3000,349,517
10310143,3000,348,517
10450142,3000,348,403
10480142,3000,348,405
10510131,3000,348,501
10840147,3000,452,643
10880146,3000,427,448
10880146,3000,427,703
10880146,3000,448,703
11130132,3000,409,513
11230642,3000,525,4110
11230642,3000,4110,4275
11230642,3000,525,4275
11250642,3000,4100,4275
11820152,3000,809,810
11820152,3000,810,813
11820152,3000,809,813
11840152,3000,806,809
11870152,3000,802,809
11900153,3000,809,1101
11900153,3000,998,1101
11900153,3000,809,998
11900153,3000,733,1101
11900153,3000,733,998
11900153,3000,733,809
12060151,3000,808,813
12070151,3000,808,814
12130152,3000,998,1405
12130152,3000,1405,1422
12130152,3000,998,1422
12200151,3000,826,1630
12360514,3000,1659,1753
12380514,3000,1753,1767
12450414,3000,1323,1636
12450414,3000,1636,1787
12450414,3000,1323,1787
12450414,3000,1321,1636
12450414,3000,1321,1787
12450414,3000,1321,1323
12640532,3000,1714,1760
12670532,3000,1731,1737
12670532,3000,1731,5405
12670532,3000,1737,5405
12730533,3000,1714,1736
12730533,3000,1736,1786
12730533,3000,1714,1786
12740533,3000,1753,1786
13670412,3000,1301,1308
13670412,3000,1301,1337
13670412,3000,1308,1337
13820416,3000,1334,1337
14280421,3000,1132,1402
14280421,3000,1121,1402
14280421,3000,1121,1132
14320411,3000,1307,1349
14560234,3000,1058,1059
14570234,3000,1021,1058
14590232,3000,1021,1121
14890312,3000,1250,1256
15090311,3000,1231,1246
15140313,3000,1224,1227
15160315,3000,1207,1215
15160315,3000,1207,1224
15160315,3000,1215,1224
15200315,3000,1207,1214
15200315,3000,1207,2012
15200315,3000,1214,2012
15200315,3000,1021,1214
15200315,3000,1021,2012
15200315,3000,1021,1207
15790232,3000,1021,1051
15860231,3000,1017,1021
15860231,3000,1036,1040
15860231,3000,1021,1040
15860231,3000,1021,1036
15860231,3000,1017,1040
15860231,3000,1017,1036
15910231,3000,935,995
15910231,3000,995,1023
15910231,3000,935,1023
16170164,3000,643,733
16170164,3000,643,1106
16170164,3000,733,1106
16270214,3000,959,970
16270214,3000,970,1172
16270214,3000,959,1172
16540169,3000,328,336
23610533,3000,1714,1790
23610533,3000,1790,1800
23610533,3000,1714,1800
23750724,3000,4431,4452
23750724,3000,4431,4454
23750724,3000,4452,4454
23760725,3000,4452,4459
23760725,3000,4439,4459
23760725,3000,4439,4452
23770724,3000,4430,4452
23770724,3000,4430,4464
23770724,3000,4452,4464
23780714,3000,4135,4628
23780714,3000,4106,4628
23780714,3000,4106,4135
23880254,3000,1307,1368
23880254,3000,1252,1307
23880254,3000,1252,1368
23960845,3000,4543,4549
23960845,3000,4543,4565
23960845,3000,4549,4565
24030844,3000,4556,4565
24140824,3000,1714,4550
24240735,3000,4786,4805
24240735,3000,4753,4805
24240735,3000,4753,4786
24310761,3000,4162,4601
24410661,3000,4752,4753
24410661,3000,4753,4837
24410661,3000,4752,4837
24450832,3000,4325,4335
24530725,3000,4452,4773
24540111,3000,4101,4773
24540111,3000,4101,7001
24540111,3000,4773,7001
24550252,3000,1126,1359
24550252,3000,1137,1359
24550252,3000,1126,1137
24650213,3000,895,1155
24650213,3000,1155,1160
24650213,3000,895,1160
24690533,3000,1787,1843
24720843,3000,4181,4550
24720843,3000,4181,4574
24720843,3000,4550,4574
24730714,3000,4754,4765
24840714,3000,4754,4758
24910530,3000,1787,1836
24970714,3000,4628,4630
24970714,3000,4627,4630
24970714,3000,4627,4628
25030124,3000,235,4113
25040412,3000,1307,1451
25290713,3000,4753,4793
25330223,3000,929,6624
25370532,3000,1714,1731
25420121,3000,232,393
25430121,3000,203,2052
25430121,3000,203,4452
25430121,3000,2052,4452
25430121,3000,116,4452
25430121,3000,116,203
25430121,3000,116,2052
25510111,3000,4753,7001
25520724,3000,4464,5011
25560221,3000,1101,1108
25560221,3000,1101,1128
25560221,3000,1108,1128
25610543,3000,1714,1847
25620736,3000,4753,4809
25810842,3000,1451,1452
25810842,3000,1452,1453
25810842,3000,1451,1453
25860533,3000,1787,1795
25990331,3000,4805,4811
26010412,3000,1308,1435
26150723,3000,4453,5011
26150723,3000,4536,5011
26150723,3000,4453,4536
26310164,3000,616,733
26310164,3000,616,970
26310164,3000,733,970
26390714,3000,4752,4758
26490545,3000,1839,1864
26510545,3000,1714,1839
26510545,3000,1714,1744
26510545,3000,1744,1839
26560251,3000,1105,1121
26670725,3000,4773,4950
26820842,3000,1352,1452
26850844,3000,4544,5454
27730214,3000,1106,1182
27730214,3000,1106,1172
27730214,3000,1172,1182
27740214,3000,1021,1106
28120141,3000,459,1522
28220714,3000,4752,4756
28330411,3000,1352,1354
28640824,3000,4416,4550
28660721,3000,4762,7001
28780844,3000,4544,4555
28880725,3000,4950,4951
28880725,3000,4951,4964
28880725,3000,4950,4964
28900534,3000,1737,1877
29340001,3000,4595,5300
29440001,3000,1218,1401
29560001,3000,4172,4649
29870001,3000,930,6624
29880001,3000,891,995
29890001,3000,1109,1134
92870562,3000,125,301
92870601,3000,235,4162
92870656,3000,398,4452
92870656,3000,4452,5503
92870656,3000,398,5503
92870663,3000,426,431
92870668,3000,429,809
92870668,3000,429,1508
92870668,3000,429,1522
92870668,3000,809,1508
92870668,3000,809,1522
92870668,3000,1508,1522
92870668,3000,807,1522
92870668,3000,429,807
92870668,3000,807,809
92870668,3000,807,1508
92870683,3000,464,1364
92870683,3000,464,1391
92870683,3000,1364,1391
92870689,3000,513,525
92870689,3000,525,612
92870689,3000,513,612
92870689,3000,501,525
92870689,3000,501,513
92870689,3000,501,612
92870753,3000,836,1405
92870789,3000,970,1077
92870789,3000,937,970
92870789,3000,937,1077
92870803,3000,968,1128
92870804,3000,970,1021
92870804,3000,1021,1077
92870804,3000,970,1077
92870804,3000,1021,1105
92870804,3000,970,1105
92870804,3000,1077,1105
92870821,3000,1004,1021
92870821,3000,1004,1106
92870821,3000,1021,1106
92870841,3000,1021,1056
92870841,3000,1021,1062
92870841,3000,1021,6685
92870841,3000,1056,1062
92870841,3000,1056,6685
92870841,3000,1062,6685
92870856,3000,1058,1064
92870856,3000,1058,1097
92870856,3000,1064,1097
92870876,3000,1077,1105
92870876,3000,1077,1143
92870876,3000,1105,1143
92870879,3000,1085,1093
92870888,3000,1093,1121
92870896,3000,1105,4452
92870907,3000,1116,6646
92870907,3000,1116,1127
92870907,3000,1127,6646
92871043,3000,1432,1787
92871078,3000,1508,1509
92871079,3000,1508,1527
92871081,3000,1528,1753
92871081,3000,1528,1868
92871081,3000,1753,1868
92871128,3000,1721,5404
92871128,3000,1883,5404
92871128,3000,1721,1883
92871179,3000,1890,1891
92871276,3000,4113,4283
92871276,3000,4113,4762
92871276,3000,4283,4762
92871276,3000,4101,4283
92871276,3000,4101,4762
92871276,3000,4101,4113
92871276,3000,4283,4316
92871276,3000,4113,4316
92871276,3000,4101,4316
92871276,3000,4316,4762
92871279,3000,4113,4601
92871279,3000,4113,4287
92871279,3000,4287,4601
92871395,3000,4335,5410
92871438,3000,4430,4481
92871438,3000,4430,4482
92871438,3000,4481,4482
92871446,3000,4431,4437
92871446,3000,4431,4450
92871446,3000,4437,4450
92871458,3000,4450,4467
92871461,3000,4452,5011
92871461,3000,4482,5011
92871461,3000,4452,4482
92871501,3000,4500,5020
92871520,3000,4544,5453
92871520,3000,4544,5460
92871520,3000,5453,5460
92871538,3000,4596,5476
92871538,3000,4461,4596
92871538,3000,4461,5476
92871615,3000,4756,4760
92872004,3000,4287,4317
92872049,3000,612,937
92872103,3000,1714,1886
92872176,3000,1252,1281
92872233,3000,1886,1896
92872248,3000,4113,4286
92872248,3000,239,4286
92872248,3000,239,4113
92872333,3000,1453,1455
92872359,3000,3020,4392
92872372,3000,941,6624
92872375,3000,4534,4679
80001,3570,102,108
140001,3570,120,210
240001,3570,120,143
240001,3570,143,150
240001,3570,120,150
260001,3570,120,134
310001,3570,150,160
320001,3570,102,139
340001,3570,101,102
70001,3616,103,141
80001,3616,141,150
90001,3616,160,161
90001,3616,160,176
90001,3616,161,176
130058,3616,160,190
130073,3616,201,202
130073,3616,201,211
130073,3616,202,211
130096,3616,113,130
130104,3616,141,225
130105,3616,161,200
20008,3640,104,107
9,3650,106,118
9,3650,106,129
9,3650,118,129
17,3650,116,118
17,3650,116,135
17,3650,118,135
30007,3760,105,123
30019,3760,108,118
30028,3760,112,123
30061,3760,175,176
30063,3760,190,191
1,3770,110,129
1,3778,101,102
10013,3780,120,121
10013,3780,120,122
10013,3780,121,122
10038,3780,204,207
20223,4000,348,399
20323,4000,592,690
20323,4000,566,690
20323,4000,566,592
30111,4000,110,239
30131,4000,210,242
30131,4000,210,367
30131,4000,242,367
40223,4000,354,358
40422,4000,625,644
60121,4000,163,215
100111,4000,105,111
130223,4000,357,360
140233,4000,415,512
140431,4000,635,721
150122,4000,183,215
150425,4000,690,702
160412,4000,601,605
160525,4000,847,859
170131,4000,205,210
170131,4000,210,6501
170131,4000,205,6501
170525,4000,858,859
180525,4000,856,858
190122,4000,177,215
210122,4000,173,215
210131,4000,195,210
210131,4000,210,275
210131,4000,195,275
210132,4000,1015,1099
240424,4000,651,685
250131,4000,203,207
250224,4000,348,370
250224,4000,370,1085
250224,4000,348,1085
250412,4000,602,992
260122,4000,178,179
260515,4000,915,917
270425,4000,688,690
270526,4000,859,880
290211,4000,191,301
290211,4000,191,309
290211,4000,191,1169
290211,4000,301,309
290211,4000,301,1169
290211,4000,309,1169
290211,4000,306,309
290211,4000,191,306
290211,4000,301,306
290211,4000,306,1169
300112,4000,110,129
300112,4000,110,265
300112,4000,129,265
300112,4000,242,265
300112,4000,129,242
300112,4000,110,242
340131,4000,195,199
380132,4000,194,285
380132,4000,285,288
380132,4000,194,288
410412,4000,784,971
420131,4000,212,230
470122,4000,169,200
720111,4000,234,239
7750223,4000,355,360
7750223,4000,360,389
7750223,4000,355,389
7910213,4000,1022,1090
8050132,4000,309,323
8070132,4000,209,309
8140211,4000,303,1009
8420525,4000,859,864
8490521,4000,823,930
8490521,4000,898,930
8490521,4000,823,898
8820421,4000,634,780
8820421,4000,634,954
8820421,4000,643,780
8820421,4000,643,954
8820421,4000,780,954
8820421,4000,634,643
8820421,4000,628,643
8820421,4000,628,780
8820421,4000,628,954
8820421,4000,628,634
8830422,4000,625,634
9020422,4000,635,641
9210322,4000,554,1161
9490431,4000,726,811
9490431,4000,718,811
9490431,4000,718,726
9550512,4000,807,811
9680514,4000,816,820
9680514,4000,820,912
9680514,4000,816,912
9790431,4000,635,813
10000526,4000,881,943
10210522,4000,825,896
10280523,4000,841,844
10280523,4000,844,845
10280523,4000,844,850
10280523,4000,845,850
10280523,4000,841,850
10280523,4000,841,845
10410512,4000,808,811
10490233,4000,409,413
