ishuv,SEMEL_RECHOV,SHEM_RECHOV
229,139,דרך המשי
229,140,דרך הבשמים
229,170,הגליל
229,173,סמ עמק יזרעאל
229,211,עין שמש
235,104,דרך הים
240,128,פעמונית
240,155,צאלים
240,156,השקמה
240,160,התמר
240,210,שד יצחק רבין
240,224,יער אודם
240,234,ירדן
240,258,שדרות היובל
240,259,עמק השלום
240,6511,גבעת האלונים
241,110,מעלה הגבעה
241,116,מעלה הבנים
246,112,ירושלים
246,113,מלכי ישראל
246,116,רבי עקיבא
246,120,חזני
246,153,הרימון
246,155,שד ויצמן
246,159,אגוז
246,171,"החיד""א"
246,176,בעלי מלאכה
246,185,תקומה
246,202,פרחי ישראל
246,237,אור לציון
246,242,דרכי רפאל
246,243,הרב גרשונוביץ
246,253,הגפן
246,270,אחד עשר הנקודות
267,102,המעפילים
267,105,הזורע
267,106,דרך השדות
297,9000,כפר מסריק
316,101,האלון
316,102,ההדרים
389,107,הפרחים
389,112,נורית
405,115,גן השקמים
447,145,מרגולין
466,111,"רמב""ן"
466,124,הזית
469,119,מרבד הקסמים
469,120,שד יצחק רבין
469,135,הרצל
469,170,קהילת אוהיו
469,181,הסביונים
469,182,כלנית
469,192,הנורית
469,215,חסן מלך מרוקו השנ
469,6501,"ביל""ו סנטר"
472,101,דרך השלום
473,9000,אבו סנאן
489,9000,דבוריה
492,9000,דייר חנא
494,131,רח 12
494,6752,ואדי אלפש
494,9000,דלית אל כרמל-עוספ
496,9000,חורפיש
498,137,אלשיח פרג
499,102,רח 102
499,300,רח 300
499,301,רח 301
499,410,רח 410
499,6750,מראח אלע'זלאן
502,6720,מרכז הכפר
507,9000,כפר יאסיף
521,9000,עין נקובא
534,165,שד אבא חושי
536,9000,פקיעין )בוקייעה(
541,9000,ג'סר א-זרקא
542,9000,ריינה
565,101,הרצל
565,107,ויצמן
565,112,קפלן
565,118,יצחק שדה
565,127,העליה השניה
565,134,דרך השבעה
565,135,שרת משה
565,137,שד בן גוריון
565,143,סמטה אלמונית
565,150,אלי כהן
565,162,המצודה
565,163,השקמה
565,165,הפרדס
565,168,ירושלים
580,9000,"כרם מהר""ל"
587,105,מבואות
587,106,מגל
587,108,הגבעה
587,109,הר דפנה
587,111,כרם הזיתים
587,118,הנוף
587,133,האתרוג
587,138,רימונית
618,9000,חדיד
627,101,רח 1
627,112,רח 122
628,118,רח 18
634,101,א-סולטאני
634,152,חאלד בן אל וליד
634,9000,כפר קאסם
637,101,עארה
637,9000,ערערה
638,9000,קלנסווה
652,9000,אבטין
666,142,השיטה
681,112,לוחמי הגטאות
681,116,ביאליק
681,117,העבודה
681,127,ז'בוטינסקי
681,134,"רמב""ם"
681,139,אורנים
681,144,מבצע קדש
681,148,קרן היסוד
681,152,אלונים
681,153,ארזים
681,162,בן גוריון
681,163,אלעזר דוד
681,170,הנשיא
681,202,התאנה
681,222,אורי צבי גרינברג
681,226,יוני נתניהו
682,9000,אליקים
722,107,הכלנית
734,9000,גן יאשיה
740,9000,אשתאול
753,105,מבוא הגפן
777,9000,נחשון
795,9000,יערה
799,9000,זכריה
809,105,שעורה
812,105,אלבז נתן
812,110,דרך אזולאי סנדי
831,138,בורנשטיין צבי
831,160,האופק
874,120,דרך העמק
874,124,דרך העצמאות
874,125,קדש
874,134,שלום עליכם
874,137,העליה
874,138,קרן היסוד
874,142,הזית
874,145,השונמית
874,172,נוף העמק
874,196,שד המדע
874,240,סיני
874,241,שד הבנים
874,6502,רמת יזרעאל
874,6512,אזור תעשייה צפון
877,9000,בית חירות
880,9000,עין שריד
922,113,דרך המקשר
922,122,הרב קוק
922,127,הרקפות
939,9000,מסעודין אל-עזאזמה
944,106,אלזיתון
975,107,אלסלאם
975,9000,זרזיר
1015,110,שבע אחיות
1015,112,מצפה הבירה
1015,124,הראשונים
1015,126,החוצבים
1015,136,מבוא תדהר
1015,142,יסמין
1015,154,הראל
1015,163,השלום
1015,166,הברוש
1015,187,מבוא סיירים
1015,253,הרב ניסים יצחק
1015,263,העפרוני
1015,323,שד החושן
1020,103,רוטשילד
1020,105,שד הנשיא וייצמן
1020,106,בלפור
1020,109,הרב קוק
1020,124,קופלוביץ
1020,135,אלעזר דוד
1020,154,שד המלך דוד
1020,161,התאנה
1020,165,הרימון
1020,180,שד שידלובסקי
1020,181,האילן
1020,182,הזית
1020,186,ההדס
1020,219,ינוש קורצ'ק
1020,220,אבן גבירול
1031,129,יוספטל
1031,190,ירושלים
1031,194,ארן זלמן
1031,235,שד בגין מנחם
1031,258,בר-לב חיים
1031,274,המגינים
1031,280,המכבים
1031,337,דרך הרב שלום איפר
1031,365,בריסל
1034,103,שד בן גוריון
1034,135,אזור התעשיה
1034,139,ז'בוטינסקי
1034,145,"רש""י"
1034,161,הורדים
1034,6507,ש בן גוריון
1059,106,שכ 43
1061,102,ארבל
1061,106,יודפת
1061,109,תבור
1061,110,גלבוע
1061,111,ציפורי
1061,112,חרמון
1061,114,כרמל
1061,117,נוף תבור
1061,124,דרך קרית הממשלה
1061,129,נטופה
1061,135,הפסגות
1061,141,הצבר
1061,144,חרוד
1061,145,דרך העמק
1061,146,החצב
1061,150,תירוש
1061,151,החיטה
1061,158,דרך הציונות
1061,159,מעלה יצחק
1061,161,דרך החטיבות
1061,167,חרוב
1061,181,סביון
1061,258,יקינטון
1061,262,מורן
1061,266,עטרה
1061,302,הסדנא
1061,310,כוכבית
1061,315,דליה
1063,102,מעלה חסון
1063,105,קרן היסוד
1063,111,הארזים
1063,112,בן גוריון
1063,121,ז'בוטינסקי
1063,203,חרושת
1063,213,שד ירושלים
1063,235,שד הנשיא הרצוג
1063,239,ספיר
1063,251,אשכולות
1063,9000,מעלות-תרשיחא
1066,102,הכלניות
1066,121,הכהנים
1137,120,התמר
1137,121,הזית
1139,105,"צה""ל"
1139,115,הדקל
1139,117,החרושת
1139,118,המלאכה
1139,120,האורג
1139,135,הנפח
1139,136,העסקים
1139,140,מורד הגיא
1139,147,השושנים
1139,152,מעלה כמון
1139,159,החרמש
1139,161,הפרחים
1139,162,אלה
1139,167,הדס
1139,174,שד נשיאי ישראל
1139,188,שד השלום
1139,199,ערבה
1139,208,משעול תפן
1139,210,"שד קק""ל"
1139,260,קטיף
1139,284,משעול שדמה
1139,285,שדמה
1139,287,שריג
1139,288,אשכולות
1139,294,שד בית הכרם
1139,295,עינב
1139,303,החשמל
1139,304,התעשיה
1139,316,דרך התעשייה
1139,354,מבצע בן עמי
1139,355,מבצע נחשון
1139,359,ההגנה
1139,363,חטיבת כרמלי
1139,373,"נתיב הל""ה"
1148,9000,צור נתן
1149,105,דוכיפת
1149,118,שחף
1161,138,אזור תעשיה
1161,6701,אל סלאח
1161,6715,שכ 21
1161,6729,שכונה 2
1161,9000,רהט
1167,140,אלמוג
1167,147,תרשיש
1167,156,אור הרקיע
1167,186,שד רוטשילד
1167,201,האשל
1167,218,תרשיש-פארק התעשיי
1192,9000,ערערה-בנגב
1200,100,עמק דותן
1200,120,עמק יזרעאל
1200,137,דרך פרופ' פרג יאי
1200,157,נחל נעמן
1200,160,עמק איילון
1200,163,כחלית ההרים
1200,165,חרצית
1200,303,שדרות החשמונאים
1200,305,שד יצחק רבין
1200,410,חטיבה שבע
1200,441,עמק בית שאן
1200,443,עמק זבולון
1200,453,"רא""ל יגאל ידין"
1200,455,"רא""ל מרדכי גור"
1200,600,שבטי ישראל
1200,621,אסתר המלכה
1200,630,שד מנחם בגין
1200,701,יהלום
1200,705,תרשיש
1200,706,ענבר
1200,1501,שד המלאכות
1200,1515,הקדר
1211,9000,קדרים
1263,116,אשכר
1263,9000,כפר ורדים
1264,9000,כרמי יוסף
1286,9000,שגב-שלום
1290,9000,זמר
1292,101,ג'דיידה
1292,201,מכר
1292,9000,ג'דיידה-מכר
1296,101,כסרא
1304,145,הקשת
1304,180,רימון
1304,195,שד עמק איילון
1309,101,רבנו ניסים גאון
1309,103,חוני המעגל
1309,105,רבי יהודה נשיא
1309,109,סעדיה גאון
1309,111,רבן יוחנן בן זכאי
1309,114,רבי שמואל הנגיד
1309,121,"רשב""ם"
1309,123,אבטליון
1309,125,שמעיה
1309,203,רבי יונתן בן עוזי
1309,216,שמעון בן שטח
1309,220,אבן גבירול
1310,104,הזית
1326,101,ברטעה
1326,301,מועאוויה
1326,9000,"בסמ""ה"
1327,6733,אגבריה-מושירפה
1330,9000,אחוזת ברק
1345,105,נחל איילון
2034,102,חוני המעגל
2034,104,דרך הבנים
2034,183,האומן
2035,103,ההדר
2035,109,היסמין
2061,9000,תדהר
2100,105,אלמוג
2100,113,"אצ""ל"
2100,121,"י""א הספורטאים"
2100,305,סיני
2100,431,מלחמת ששת הימים
2100,433,מוצקין
2100,434,הרצל
2100,439,ז'בוטינסקי
2100,443,לוי אשכול
2100,450,ויצמן
2100,453,הארז
2100,454,גיורא
2200,118,בבא סאלי
2200,130,עבדת
2200,143,הצאלה
2200,146,הרצל
2200,165,כובשי אילת
2200,189,דרך השלום
2200,190,מרחבים
2200,210,דרך רבין
2200,275,שד הנשיא
2200,308,נצרים
2200,311,העמל
2200,312,הפועלים
2200,401,מבצר עכו
2200,405,קרני חיטין
2300,101,השקדים
2300,111,המרגניות
2300,117,אלונים
2300,136,דרך קרית עמל
2300,141,זייד אלכסנדר
2300,142,סנש חנה
2300,146,חנקין יהושע
2300,154,סיגליות
2300,160,בן צבי
2300,168,השומרים
2300,190,רבין יצחק
2400,104,העצמאות
2400,109,חטיבת אלכסנדרוני
2400,117,השלהבת
2400,130,ירושלים
2400,133,החבצלת
2400,134,סמטת במעלה
2400,150,שד רבין יצחק
2400,151,ניצן
2400,152,צפריר
2400,202,יהדות קנדה
2400,205,ההגנה
2400,209,אסירי ציון
2400,210,ההסתדרות
2400,215,סקלאר
2400,216,שד בן פורת מרדכי
2400,221,המלאכה
2400,222,אביב משה
2400,223,החרושת
2400,230,שד בגין מנחם
2400,231,שד אלון יגאל
2400,239,דיין משה
2400,243,בר לב חיים
2400,270,סעדון אליהו
2400,275,דרך 412
2400,308,קזז יחזקאל
2400,322,כביש לוד
2400,326,פנקס צבי
2400,337,המפעל
2400,6011,כיכר איינשטיין
2500,122,העליה
2500,123,פרץ אברהם
2500,124,המגינים
2500,130,יפה נוף
2500,131,הכלניות
2500,137,יעל
2500,138,משה
2500,141,ישורון
2500,149,מעלה הגבורים
2500,150,הבטחון
2500,173,דרך בר יהודה
2500,181,דרך הטכניון
2500,185,דרך השלום
2500,188,"צה""ל"
2500,191,ציון
2500,192,קרן היסוד
2500,199,הלוטם
2500,202,הזית
2500,207,נתיב התאנה
2500,214,השזיף
2500,252,היצירה
2500,253,התעשיה
2500,255,המלאכה
2500,256,הבונים
2500,257,השיש
2530,144,דרך חיים
2530,152,החבצלת
2530,157,הרב שפירא
2530,170,שדרות יצחק רבין
2530,223,קישון אפרים
2530,6513,שכ תלמי מנשה
2550,101,לילינבלום
2550,108,פינס
2550,113,ויצמן
2550,117,אפרים
2550,118,שרעבי מנשה
2550,127,הרצל
2550,132,פייבל
2550,201,שד בן גוריון
2550,237,שד בגין מנחם
2550,253,צאלה
2560,101,מואב
2560,122,הקנאים
2560,201,יהודה
2560,202,בן יאיר אלעזר
2560,206,ירושלים
2560,207,חברון
2560,217,נתיב דבורה
2560,429,חבר
2600,105,אילות
2600,109,חטיבת הנגב
2600,115,דרך הערבה
2600,119,חורב
2600,121,שד התמרים
2600,125,המלחה
2600,127,גן-בנימין
2600,133,נמל אילת
2600,139,לוס אנג'לס
2600,147,דרך יותם
2600,168,שד ארגמן
2600,177,שד ששת הימים
2600,217,מלון ספורט
2600,246,קאמן
2600,247,סמ שפיפון
2600,254,העפרוני
2600,255,דרך מצריים
2600,257,ההשכלה
2600,328,התבונה
2600,346,סתונית
2600,347,האירוס
2600,348,הצפצפה
2600,355,דרבן
2600,360,החרש
2600,372,הספורטאים
2600,374,סמ מלכית
2600,384,סמ עירית
2600,423,טופז
2600,526,משעול הבז
2600,529,אנטיב
2600,568,ירבוע
2600,572,דרך הרים
2600,573,סמולין
2600,575,החשמונאים
2600,576,עין נטפים
2600,588,הנבטים
2600,608,משעול האגס
2600,635,דרך הגיא
2610,101,הרצל
2610,105,העליה
2610,110,ארלוזורוב
2610,112,המשלט
2610,113,הנשיא
2610,121,המעפילים
2610,123,ביאליק
2610,124,בני דן
2610,140,"הרמב""ם"
2610,142,המסגר
2610,144,השבעה
2610,145,בן צבי
2610,148,אלון יגאל
2610,152,החרש
2610,153,מורדי הגיטאות
2610,154,סמ הגפן
2610,159,רביצקי
2610,160,תפארת משה
2610,162,שד הדקל
2610,200,שד בן גוריון
2610,203,בר אילן
2610,205,"רש""י"
2610,216,הרב הרצוג
2610,230,מעפילי אגוז
2610,234,ראובן
2610,240,גונן שמואל
2610,242,אשכול לוי
2610,245,החרמון
2610,246,התבור
2610,247,דרך רבין יצחק
2610,251,הגולן
2610,252,בן זאב יהודה
2610,278,הדולב
2610,400,נחל דולב
2610,410,נהר הירדן
2610,412,נחל איילון
2610,413,נחל גילה
2610,419,נחל הקישון
2610,420,נהר הירקון
2610,422,נחל שורק
2610,436,נחל ערוגות
2610,443,נחל ניצנים
2610,454,רבי פנחס בן יאיר
2610,470,"ריב""ל"
2610,491,נריה הנביא
2610,6001,ככר נוימן
2610,9000,בית שמש
2620,116,וינגיט
2620,117,טרומפלדור
2620,120,הנשיא
2620,127,וולך
2620,128,בן יהודה
2620,135,השלושה
2620,144,ירמיהו
2620,148,ירושלים
2620,151,ההדר
2620,168,שלמה המלך
2620,173,דרך בר אילן
2620,199,יחזקאל
2620,210,אשכול לוי
2620,213,הזית
2620,219,התאנה
2620,220,התמר
2620,225,"צה""ל"
2620,228,לודרדייל לייקס
2620,236,קורצ'ק
2620,238,החשמל
2620,241,שטרן יאיר
2620,242,הצבר
2620,243,רחבת האורן
2620,244,הדרור
2620,247,זיידמן
2620,248,עגנון
2620,249,שד בן גוריון
2620,283,שד קציר אהרון
2620,290,רבין יצחק
2620,295,דרך איתן
2620,301,דרך דורי יעקב
2620,312,לוין
2620,327,נחל גמלא
2630,112,שד לכיש
2630,113,שד גת
2630,116,היסמין
2630,118,המרגלית
2630,122,הקוממיות
2630,125,שד העצמאות
2630,130,הרמון
2630,147,דרך הדרום
2630,149,הגפן
2630,160,הכרמל
2630,167,שמואל הנביא
2630,168,שד פולק ישראל
2630,174,שבטי ישראל
2630,178,המלאכה
2630,180,דרך החרושת
2630,205,שומרון
2630,276,אהוד בן גרא
2630,280,שד השופטים
2630,285,שד מלכי ישראל
2630,391,היוצר
2630,403,מבוא סיון
2630,405,תמוז
2630,411,אבץ
2630,413,איזמרגד
2630,414,אשלגן
2630,424,לשם
2630,433,שד אגוז
2630,441,"שד צה""ל"
2630,492,פלטינה
2630,494,צורן
2630,6507,רובע התעשיה
2630,9000,קרית גת
2640,106,"הרש""ש"
2640,111,בן נון יהושע
2640,115,נתן שאול
2640,121,ג'ון קנדי
2640,125,יהודה הלוי
2640,133,יבניאלי
2640,134,אבן גבירול
2640,142,שבזי
2640,143,אפק
2640,150,מעודה שלמה
2640,170,מלכי ישראל
2640,179,וולפסון
2640,180,חותמי המגילה
2640,203,עמוסי מנחם
2640,410,ז'בוטינסקי זאב
2640,416,נחל רבה
2640,417,קבוץ גלויות
2640,478,שלום צברי
2640,534,מישר
2640,538,ברקן
2640,547,נווה אפיקים
2640,551,כינור
2640,562,מבצע נחשון
2640,9000,ראש העין
2650,101,החלוץ
2650,102,שבי ציון
2650,118,בית שמאי
2650,131,הוז דב
2650,134,הרב קוק
2650,136,המלכים
2650,137,בית השואבה
2650,143,יצחק שדה
2650,155,טרומפלדור
2650,163,דרך ראשונים
2650,182,דרך הטניס
2650,209,סוקולוב
2650,211,זרובבל
2650,216,סיני
2650,221,אוסישקין
2650,222,סולד
2650,224,הרב אורבוך
2650,225,שד ביאליק
2650,232,הנצח
2650,238,סנה משה
2650,264,גמליאל
2650,287,גולומב
2650,326,"תרפ""ד"
2650,349,חרושת
2650,437,שרף
2650,505,שד יריב אהרון
2650,6533,שכ הכפר הירוק
2650,6543,מתחם גלילות
2660,102,מבצע דני
2660,121,אלעזר דוד
2660,142,עולש
2660,155,הכרמל
2660,158,שד דואני
2660,162,הנשיאים
2660,164,נופר
2660,172,העצמאות
2660,179,הראשונים
2660,180,דרך חג'ג' אהרון
2660,184,הדרור
2660,185,חרמון
2660,195,שידלובסקי
2660,200,שד הסנהדרין
2660,209,הערבה
2660,211,האלון
2660,219,ז'בוטינסקי
2660,243,גומא
2660,250,השפלה
2660,274,שד ירושלים
2660,281,חידקל
2660,331,ספיר
2660,380,הדוגית
2710,6525,שכ אלבאטן
2710,6535,שכ אלביר
2710,6541,שכ עין איברהים
2710,6545,שכ עראק אלשבאב
2710,6565,שכ אלמידאן
2710,6596,שכ ואדי נסור
2710,6601,שכ אלקואס
2710,9000,אום אל-פחם
2720,110,טארק עבד אל-חי
2720,112,חמזה
2720,151,אל-מוראבטון
2720,9000,טירה
2800,111,אדם יקותיאל
2800,114,המכבים
2800,115,הגלעד
2800,201,ארלוזורוב
2800,202,יהודה הלוי
2800,203,טשרניחובסקי
2800,216,שדה יצחק
2800,227,סלינגר דוד
2800,309,ביאליק
2800,312,הירדן
2800,320,עגנון
2800,410,שד תל חי
2800,6521,אז תעשיה דרום
2800,9000,קרית שמונה
3000,101,יחזקאל
3000,103,פישל אהרן
3000,106,שאול המלך
3000,107,הרב בלוי
3000,108,אג ספורט אליצור
3000,116,שמואל הנביא
3000,121,רבנו גרשום
3000,123,יואל
3000,124,אדניהו הכהן
3000,125,רחובות הבוכרים
3000,126,עזרא
3000,130,דוד החזן
3000,143,זוננפלד
3000,162,מאה שערים
3000,193,ורהפטיג זרח
3000,203,"האדמורי""ם ליינער"
3000,232,אהלי יוסף
3000,235,שמעון הצדיק
3000,237,פתוחי חותם
3000,239,זקס משה
3000,241,הרב אטון בן ציון
3000,247,רב עבוד חיים שאול
3000,249,בר כוכבא
3000,260,מגן האלף
3000,301,בר אילן
3000,303,צפניה
3000,305,מלכי ישראל
3000,306,יונה
3000,307,חגי
3000,308,הישיבה
3000,313,נחמיה
3000,314,עלי הכהן
3000,320,ברנדיס
3000,321,תחכמוני
3000,340,שרי ישראל
3000,343,פרי חדש
3000,348,הנביאים
3000,350,שטראוס
3000,385,גשר החיים
3000,390,עזרת תורה
3000,398,שפע חיים
3000,400,אליעזרוב
3000,404,הלני המלכה
3000,409,כורש
3000,410,שושן
3000,421,הרב קוק
3000,426,בן יהודה
3000,427,שמואל הנגיד
3000,429,המלך ג'ורג'
3000,431,עליאש
3000,447,בארי
3000,448,המעלות
3000,450,שלומציון
3000,459,בן ישראל מנשה
3000,463,אבידע
3000,501,שבטי ישראל
3000,513,שלמה המלך
3000,514,קריב יצחק
3000,525,הצנחנים
3000,612,יפו
3000,613,אגריפס
3000,616,הרב שמואל ברוך
3000,621,הדקל
3000,628,הערמונים
3000,632,שבת צדק
3000,638,בכר נסים
3000,642,חכם שלום
3000,643,בצלאל
3000,652,אבן ספיר
3000,674,חלחול
3000,703,נרקיס
3000,706,שפרעם
3000,707,צפת
3000,714,אוסישקין
3000,721,"השל""ה"
3000,733,שד בן צבי יצחק
3000,801,הקרן הקיימת
3000,805,הרן
3000,807,שד בן מימון
3000,808,עזה
3000,809,"רמב""ן"
3000,810,אבן גבירול
3000,813,ארלוזורוב
3000,814,"רד""ק"
3000,819,בן סרוק
3000,826,"חרל""פ"
3000,828,הנשיא
3000,893,וייץ יוסף
3000,894,מרכז שטנר
3000,895,בית הדפוס
3000,907,שמגר
3000,908,תובל
3000,925,פתח תקוה
3000,930,נג'ארה
3000,937,ירמיהו
3000,941,שד בן גוריון
3000,944,"המ""ג"
3000,959,נורדאו
3000,964,זכרון יעקב
3000,965,פנים מאירות
3000,970,"שד שז""ר"
3000,987,זית רענן
3000,995,כנפי נשרים
3000,998,שד הזז חיים
3000,1004,קרית משה
3000,1009,שושנה
3000,1013,הברון הירש
3000,1015,וילנאי זאב
3000,1017,החלוץ
3000,1019,שוכמן ישראל
3000,1020,שד המאירי
3000,1021,שד הרצל
3000,1022,הלוי אליעזר
3000,1023,פרבשטיין
3000,1024,הרב צבי יהודה
3000,1025,המיסדים
3000,1040,איש שלום מרדכי
3000,1046,משיב מנחם
3000,1051,יפה נוף
3000,1056,הפסגה
3000,1059,הרב עוזיאל
3000,1070,הרב טייב חי
3000,1077,שד ויצמן
3000,1082,וייסברג חיים
3000,1086,בן ציון
3000,1091,ברגמן אליעזר
3000,1092,דגל ראובן
3000,1093,אביזוהר
3000,1101,דרך רופין
3000,1105,דרך בגין
3000,1106,דרך רבין
3000,1108,קפלן
3000,1121,בייט שמואל
3000,1128,דרך וולפסון דוד
3000,1132,בזק בצלאל
3000,1137,אבי יונה מיכאל
3000,1143,אז תעשיה גב שאול
3000,1150,הרב רוזנטל דוד
3000,1154,ברנט זרח
3000,1155,הרב קצנלבוגן רפאל
3000,1159,אגסי שמעון
3000,1160,הקבלן
3000,1161,הרב רבין חזקיהו
3000,1162,המלמד
3000,1172,הנשיא השישי
3000,1182,זוסמן
3000,1205,בורוכוב
3000,1207,הנטקה
3000,1214,לוין שמריהו
3000,1215,סולד הנריטה
3000,1224,טהון
3000,1226,סירני
3000,1231,אורוגואי
3000,1241,גואטמאלה
3000,1247,ניסן אברהם
3000,1252,דרך קוליץ
3000,1255,הנורית
3000,1257,הסיפן
3000,1258,הרקפת
3000,1260,הסביון
3000,1264,רובינשטיין
3000,1265,קולומביה
3000,1266,דהומיי
3000,1270,הרפוב הדומיניקנית
3000,1277,פסח חברוני
3000,1278,פנמה
3000,1286,ניקרגואה
3000,1291,דולצ'ין
3000,1293,טור סיני
3000,1297,שטרן אברהם
3000,1301,השומר
3000,1302,הנוטרים
3000,1307,גולומב
3000,1308,פת יעקב
3000,1309,קנאי הגליל
3000,1314,יוסי בן יועזר
3000,1320,בן גמלא יהושע
3000,1321,יוחנן בן זכאי
3000,1323,אלעזר המודעי
3000,1327,רבי מאיר
3000,1337,יהודה הנשיא
3000,1340,נתאי הארבלי
3000,1346,דרך מודעי יצחק
3000,1347,ברל לוקר
3000,1349,סן מרטין
3000,1351,הדישון
3000,1352,האייל
3000,1359,ברנשטיין פרץ
3000,1361,בר יוחאי
3000,1362,דרך בנבנישתי דוד
3000,1365,קמחי דב
3000,1366,מעגלי יבנה
3000,1367,אלמליח אברהם
3000,1368,שד שרת משה
3000,1369,קדיש לוז
3000,1374,בן בבא
3000,1383,זילברג משה
3000,1384,צפירה ברכה
3000,1389,"שד ש""י עגנון"
3000,1401,עין כרם
3000,1402,"שח""ל"
3000,1405,טשרניחובסקי
3000,1407,שמעוני
3000,1416,פיכמן
3000,1422,הרב הרצוג
3000,1435,שד דב יוסף
